input,output,output_predicted,similarity_score
"Our bestselling ice packs are produced onsite at our centralized factory in Buckinghamshire UK, with either water, gel or our own unique Hydro-Freeze phase change solution, designed and engineered for maintaining your products at frozen temperatures.","Our bestselling ice packs are produced onsite at our centralized factory in Buckinghamshire UK, with either water, gel or our own unique Hydro-Freeze phase change solution, designed and engineered to maintain your products at frozen temperatures.","Our bestselling ice packs are produced onsite at our central factory in Buckinghamshire UK, with either water, gel or our own unique Hydro-Freeze phase change solution, designed and engineered for maintaining your products at frozen temperatures.",0.9634146341463414
Server market can be a big deal for AMD these days Currently engaged in a battle for server supremacy against both intel and NVIDIA company claim that their EPYC server CPUs can defeat the best of intel's market in terms of efficiency and performance.,The server market could be a big deal for AMD . AMD is currently engaged in a battle for server supremacy against both Intel and NVIDIA. The company claims that its EPYC server CPUs can defeat the best of Intel's offerings in terms of efficiency and performance.,Server market can be a big deal for AMD these days. Currently engaged in a battle for server supremacy against both intel and NVIDIA company claim that their EPYC server CPUs can defeat the best of intel's market in terms of efficiency and performance.,0.8473282442748091
"Ok, now I want to cookie chocolate chips...YUMM!! We were discussing just this morning with coconut flour.","Ok, now I want chocolate chip cookies...YUMM!! We were discussing just this morning what to do with coconut flour.","Ok, now I want to cookie chocolate chips...YUMM!! We were discussing just this morning with coconut flour.",0.7543859649122807
Development of neutral as well as it generic geometries.,Development of neutral and generic geometries.,Development of neutral as well as generic geometries.,0.8301886792452831
"Before the government announced such currency histories: the exchange rate of hryvnia (average per year) of 2018 amounts to 29.3 UAH per dollar, in 2019 - 30.5 UAH per dollar in 2020 - 31 UAH per dollar.","Before the government announced such currency forecasts: the exchange rate of the hryvnia (average per year) in 2018 will amount to 29.3 UAH per dollar, in 2019 â 30.5 UAH per dollar in 2020 â 31 UAH per dollar.","Before the government announced such currency histories, the exchange rate of hryvnia (average per year) of 2018 amounts to 29.3 UAH per dollar, in 2019 - 30.5 UAH per dollar in 2020 - 31 UAH per dollar.",0.8744186046511628
Thank you to everyone who came in book launch.,Thank you to everyone who came to the book launch.,Thank you to everyone who came to the book launch.,1.0
Fixed tab not showed at quickshop.,Fixed tabs not appearing in quickshop.,Fixed tab not shown at quickshop.,0.7105263157894737
1.4.1 What Is The Burglary Insurance Policies Involved?,1.4.1 What Does The Burglary Insurance Policy Involve?,1.4.1 What Is The Burglary Insurance Policies Involved?,0.8727272727272728
On Wednesday researcher showed that they discover the first such exoplanet about 99.2% certainty.,"On Wednesday, researchers revealed that theyâve discovered the first such exoplanet with about 99.2% certainty.",On Wednesday researcher showed that they discovered the first such exoplanet about 99.2% certainty.,0.8407079646017699
"As President Donald Trump was floating baseless claims about frauds' lives in the counting of ballots in Florida, his son chimed in on Twitter to imply that his state had a huge number of noncitizen voters.","As President Donald Trump floated baseless claims about fraud in the counting of ballots in Florida, his son chimed in on Twitter to imply that the state had a huge number of noncitizen voters.","As President Donald Trump was floating baseless claims about frauds' lives in the counting of ballots in Florida, his son chimed in on Twitter to imply that his state had a huge number of noncitizen voters.",0.912621359223301
home has possibility to reached because they using NAT-PMP or uPNP on their NAT box?,home can be reached because they are using NAT-PMP or uPNP on their NAT box?,Home has the possibility to reach because they use NAT-PMP or uPNP on their NAT box?,0.6547619047619048
Creative application of use of technology in the delivery of library and information services.,Creative application of the use of technology in the delivery of library and information services.,Creative application of the use of technology in the delivery of library and information services.,1.0
"ARLINTON, Texas (AP) â Dak Prescott accepting the challenge acceptance.","ARLINGTON, Texas (AP) â Dak Prescott accepted the challenge.","ARLINTON, Texas (AP) â Dak Prescott accepting the challenge acceptance.",0.7605633802816901
"The Replica of Primary and secondary changes a daily basis, If i have figured from Secondary server the replica of secondary server will become primary and the backup fails.","The Replica of Primary and secondary changes on daily basis, If i have configured from Secondary server the replica of secondary server will become primary and the backup fails.","The Replica of Primary and Secondary changes a daily basis, If i have figured from Secondary server the replica of secondary server will become primary and the backup fails.",0.9661016949152542
Pattern â Variety of decorative designs on textiles.,Pattern â Variety of decorative designs on textiles.,Pattern â Variety of decorative designs on textiles.,0.962962962962963
And indeed one of Lucette even admits that some recently pollen which has European record their carrier they have found in their sample may have been due to contamination of the aspirator that suck up the dust!,And Lucette even admits that some recent â Europeanâ pollen they found in their sample may have been due to contamination in the aspirator that sucked up the dust!,And indeed one of Lucette even admits that some recently pollen which has European record their carrier they have found in their sample may have been due to contamination of the aspirator that sucks up the dust!,0.7156398104265402
