input,output,output_predicted,similarity_score
How can you do it since?,How can you do it then?,How can you do it since?,0.7916666666666666
"For decades, young mothers grew old haunted by loss, silently grieving in our surburbs and towns.","For decades, young mothers grew old haunted by loss, silently grieving in our suburbs and towns.","For decades, young mothers grew old haunted by loss, silently grieving in our suburbs and towns.",1.0
Lindsey Anderson may be reached from 915-546-6345; landerson@elpasotimes.com; @l_m_anderson on Twitter.,Lindsey Anderson may be reached at 915-546-6345; landerson@elpasotimes.com; @l_m_anderson on Twitter.,Lindsey Anderson may be reached at 915-546-6345; landerson@elpasotimes.com; @l_m_anderson on Twitter.,1.0
Soft upper body fleece. which is so softly!,Soft upper body fleece which is so soft!,"Soft upper body fleece, which is so soft!",0.975609756097561
Search for Fortune House Hotel Suites discount at Miami with KAYAK. Search of the cheapest hotel deal for Fortune House Hotel Suites at Miami. KAYAK searches hundreds of travel sites to help you find and book hotel deal at Fortune House Hotel Suites that is best suit you best $ 174 per night (Latest stating price for this hotel) - Save up to 25%.,Search for Fortune House Hotel Suites discounts in Miami with KAYAK. Search for the cheapest hotel deal for Fortune House Hotel Suites in Miami. KAYAK searches hundreds of travel sites to help you find and book the hotel deal at Fortune House Hotel Suites that suits you best. $174 per night (Latest starting price for this hotel) - Save up to 25%.,Search for Fortune House Hotel Suites discount at Miami with KAYAK. Search for the cheapest hotel deal for Fortune House Hotel Suites at Miami. KAYAK searches hundreds of travel sites to help you find and book hotel deal at Fortune House Hotel Suites that is best suit you best $ 174 per,0.7787356321839081
"After relaxing the small hut, we head down into Evolution Basin.","After relaxing in the hut for a while, we head down into Evolution Basin.","After relaxing in the small hut, we head down into Evolution Basin.",0.821917808219178
"In 2007, WinStar will begin to prepere to sized an existing casino, a 190,000-square-foot facility with 2,100 electronic games.","In 2007, WinStar began preparing to double the size of its existing casino, a 190,000-square-foot facility with 2,100 electronic games.","In 2007, WinStar will begin prepping an existing casino, a 190,000-square-foot facility with 2,100 electronic games.",0.7555555555555555
"Express Employment Professionals will be holds job fair from 2-4 p.m. on Tuesday, Aug. 25, at the Manitowoc County Job Center, 3733 Dewey St., Manitowoc.","Express Employment Professionals will host a job fair from 2-4 p.m. on Tuesday, Aug. 25, at the Manitowoc County Job Center, 3733 Dewey St., Manitowoc.","Express Employment Professionals will hold a job fair from 2-4 p.m. on Tuesday, Aug. 25, at the Manitowoc County Job Center, 3733 Dewey St., Manitowoc.",0.9867549668874173
Welcome to the October 2018 edition of the Gifted Resource Newsletter with the Spring Extension and Holiday Programs news attached,Welcome to the October 2018 edition of the Gifted Resources Newsletter with the Spring Extension and Holiday Programs news attached.,Welcome to the October 2018 edition of the Gifted Resource Newsletter with the Spring Extension and Holiday Programs news attached.,0.9924242424242424
"Find Your IMEI# , By Pressing *#06# or Look Underneath the Battery on white Sticker, then Go to AttPhoneUnlockingShop.us & complete the information on the Order form then click on Order Now Button and pay with PayPal, Check Once payment is received we Started to process your order and we will send you USA AT&T HTC Jetstream LTE Unlock Code at your email address with specified time.","Find Your IMEI# , By Pressing *#06# or Look Underneath the Battery on white Sticker, then Go to AttPhoneUnlockingShop.us & complete the information on the Order form, then click on Order Now Button and pay with PayPal, Once payment is received we will start to process your order and we will send you USA AT&T HTC Jetstream LTE Unlock Code at your email address within specified time.","Find Your IMEI#, By Pressing *#06# or Look Underneath the Battery on white Sticker, then Go to AttPhoneUnlockingShop.us & complete the information on the Order form then click on the Order Now Button and pay with",0.53125
A honey can made is that you sick.,Some honey can make you sick.,A honey can make you sick.,0.8620689655172413
